Attribute1,Attribute2,Attribute3,Intrusion
2.157322350655286,1.9229469699026427,3.223735399841555,0
1.7116497069976015,5.534262074668741,1.5190690184043283,0
-1.0627101085415402,0.913823815440062,0.7150458804210742,0
-0.10034379400893068,6.1534630409073525,2.2500143681894684,0
0.14507320791976652,6.553024562656534,2.214019486858046,0
3.891701857020434,3.683358856308769,0.9340853042717412,0
3.4671814183882663,2.1788821038099293,-2.1480366761546916,0
-0.4776599595673352,4.475954258530055,2.2547962761870397,0
0.5836352248519996,2.044369601001936,1.607760108143115,0
1.0622489796857892,3.1170551593510574,4.322528722806817,0
-0.10014250862103258,5.545807422609022,-0.4320608670174706,0
-1.1789686886476094,3.6855706759420688,1.7962335375277134,0
0.1945030581289191,5.366913867601546,4.774947292950031,0
0.5658890858911222,1.5584212165748634,3.746075510837864,0
1.9811243471651947,6.268778592044795,2.322158550919765,0
0.7039591290233542,3.0018615013998033,0.1954773369000926,0
0.06765744387140993,3.8656063109254375,2.6199599731117496,0
0.997876290162847,4.437247111565435,1.7056877376556843,0
2.319638584236998,4.824380285254082,2.53881169761507,0
0.08043040012932345,2.7102775945048534,2.0126210311778165,0
3.851204169785587,2.4315875688945234,2.24669785222811,0
1.424623729232427,3.844742901228412,4.43520765217181,0
-0.22562821701796065,6.017654222088241,3.24368198800486,0
0.47877098695783454,4.0558177822636,4.236460845550484,0
-1.2009424034590395,3.7503142198399315,1.1450314337242644,0
-0.7944268455416035,4.0081655182978935,1.028555026798056,0
1.5279513648821965,4.103315377703248,3.6907377083135318,0
1.190795089988336,4.299951684640888,2.846788237227243,0
1.888258842656091,3.044338656688603,0.002899878425291824,0
1.1852951066549464,4.1365779971596,3.5724397610993006,0
1.100920153992941,3.7252091799489966,-0.24871099422706955,0
-0.2482976259039067,4.523647210949695,0.11941062408763803,0
2.0977467844863518,5.531214277129594,2.1154928722808206,0
0.4087836053999907,2.814599593791964,1.5231913499451875,0
2.5531917577239094,4.455783015737196,2.50944404392621,0
4.74582957876146,4.450909295534349,0.7823060387190823,0
1.196358597155563,3.981222478680963,3.073133768798053,0
1.7671047138105753,5.639560529778142,5.186210358378435,0
1.1196618957172266,4.591034627979577,1.6885130221252465,0
0.7066624687429511,6.16942426585942,4.624121902668539,0
-0.01687103161282444,5.274571918753992,2.1957653278601876,0
-1.5539873507319681,2.605338084281049,1.3814693639887832,0
2.8769664894766023,4.579417570595924,0.9058030435122564,0
1.346149159195949,4.681847235258552,6.416720557736601,0
0.9411488801288275,3.181483799275373,2.2784604230406718,0
1.8645786010125542,2.853390694763288,-0.5423294982690114,0
0.5610587623027375,3.1963490384029543,2.7725205558267554,0
1.038786350884647,5.464063428005493,2.251740079788871,0
-1.00454613252868,6.8517214606062185,0.6136940626012712,0
2.335746030902402,5.397716999792433,-0.11152748410637692,0
0.9562868535235849,4.0843401318202375,2.1390754373114786,0
-1.9668837922905271,4.422657952364615,0.6996808710352793,0
2.1284371219276585,4.45623952836436,3.2694306739448287,0
0.6483640735528853,3.214773733955181,3.366997100467049,0
0.23762793179851505,4.1455986352459915,3.0433273297386894,0
1.1470449890171617,2.6925317607125177,-0.25653152172069493,0
1.475033557078861,6.294477985481311,4.19899530665459,0
0.43627717540171074,4.8256103806280075,3.3076099383692235,0
-0.6665682547166045,4.6572186143997385,2.643221175390555,0
0.803827429130253,5.047563330896535,0.07447950119082947,0
-2.3051430633157906,-0.13612786516720066,5.017174724781826,1
1.335644218331082,3.7490855779926853,3.514071205146683,0
0.6150560404697165,5.21713198171871,1.5588662631725687,0
0.5241315205504992,1.2538566702443639,2.23983232743977,0
1.6579825647303954,4.45185135164389,1.367809352905931,0
0.8598581307720708,4.977540815118882,1.8583146602092655,0
0.3526432477129168,1.6007225000440188,2.857565103865653,0
2.4849001631925027,2.7210011201484936,1.238020132141092,0
0.35687413028631787,3.911972882366829,-1.00618209055438,0
1.0639767551411978,3.53090946389664,1.48921414751723,0
2.106943058287297,7.988285610556371,2.0174149428763,0
-0.4004771543965018,4.818871843260134,1.9380627562493438,0
0.7085848562006004,4.8872905384286085,1.5460860392357092,0
2.243866161478735,2.7617790568576863,3.5185482177068415,0
2.8145507835401826,2.765894616538194,2.4922856623692584,0
1.9687274532899117,6.876854799210787,1.132270581635803,0
1.3182368373320281,2.408843573709936,0.4393143633124139,0
-0.7731590402273425,6.303080314111945,-0.1839699529916654,0
1.0825414733206218,7.957380085263302,3.5127893177955363,0
2.064903094833315,8.297877398025507,1.9175509762311989,0
-0.4897142098992038,5.957266561208203,2.796042278331086,0
2.636453441115589,1.729920886558653,2.299332401763132,0
0.6116235514231882,5.755360921698493,2.473528779675983,0
1.9175687115694526,4.05886916215012,2.5317495995808246,0
3.669611239878706,3.780859203853919,1.4763474995446653,0
0.7017290814062658,3.077465876199925,1.4352005281617783,0
-0.6765496613121527,3.886898496363775,1.2076011831245215,0
0.030458451564047806,3.33665804980011,3.493484522879034,0
0.37536977579364217,3.9866517998888162,3.815167839968895,0
0.2635074198026224,6.213217950828256,-0.4889293788144369,0
-0.614498575537664,5.89214794547884,3.4931084691650542,0
1.2601132849458403,1.9377129800815882,3.200615373650759,0
1.0113989337271048,5.825500730602478,0.6232206979376134,0
1.5386005004580932,2.982153171987621,1.9638205127029755,0
-0.7198256425691323,3.984836229270543,3.4265474939748533,0
1.066112103220909,3.985002760292926,0.9120957535491307,0
3.2008600403689864,3.559402412479269,3.6046151562360293,0
1.8210910474215454,5.259496298689386,3.5932331281577703,0
1.5979046745736625,1.1995785887723307,2.158742533427464,0
-2.84600033546307,6.35306139736516,1.5344651167314105,0
2.8162432274918077,4.405040446526453,1.9493324463423958,0
5.958671828518066,4.238572368790174,1.694908069367814,0
-2.009450194342234,4.967383211200067,3.06128768912959,0
3.4844140332949696,3.018941439913382,1.3059206346768364,0
5.125634956314656,4.925866468627859,1.4500969638831989,0
-1.2171792038357312,4.863888585009365,1.6777577322463018,0
-0.9154499526845061,4.361725577145249,0.6089122396460456,0
1.2723568376055514,6.364559637094518,0.5712724489271839,0
0.7460304283659316,2.5445000465899783,0.9835474787584466,0
-0.40368078957315157,4.048259903941886,2.7004237649381944,0
3.1072522198923562,4.949348572840645,0.6272800055530392,0
0.18549291524439993,4.959575309671278,-1.1173845504133224,0
-0.3752591037731543,4.325631799948497,3.4034109078251453,0
1.0423062167704304,5.3450480136075775,2.0307846108537575,0
1.125940114013073,2.5671348951579005,-0.2567345153876661,0
2.436791810798433,2.8891571790253536,4.459160314939844,0
-0.2819094896432044,2.9685006490403847,0.8102865157894523,0
1.5341899132002392,3.3125817784192852,1.0013750717705103,0
-2.2177301543335934,3.8077083833520393,3.945626761847525,0
2.535233711138324,4.481093385335353,0.9113337209301611,0
1.2671954881631342,6.194248731096019,2.554202242291185,0
0.3440956751714651,3.825121160750378,4.203433322746493,0
-2.355728031669763,4.094962423646752,1.4265433881344811,0
-0.33136021996243525,3.0787014465284033,5.356951922417122,0
0.7029029028615806,3.999442066298389,1.8904433524689073,0
1.7775718348151521,4.780614973305663,2.707479458029615,0
-1.1178620455585007,5.190736373260786,3.2415026064202976,0
0.9481194952366556,6.228969881848178,2.952187258521149,0
0.6778200142913875,3.8949962386646924,4.3728837266216605,0
